Facility PK,FacilityName,Service Category,Service Type,BuildingNumber,PartnerType,PartnerTypeDetailed,Address,Address 2,Borough,Zipcode,Latitude,Longitude,Phone,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Condoms (Male),FC2 (Female/Insertive Condoms),Lubricant,Facility Type,Website,Community Board,Council District,Census Tract,BIN,BBL,NTA
53534837,Tap House,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,72-07 Austin Street,,Queens,11375,40.71922074,-73.84232678,718-694-2570,You can find free safer sex products inside a dispenser located in the back by the restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,TRUE,FALSE,FALSE,,,406,29,73700,4078032,4032580028,QN17
53534876,V's Exclusive Cuts,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,84-16 Astoria Boulevard,,Queens,11370,40.7646176,-73.88487076,,You can find free safer sex products inside a fishbowl located near front entrance of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,403,22,32900,4024027,4010960022,QN28
53534523,Bedford Stuyvesant Family Health Center - Broadway Family Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,1238 Broadway,,Brooklyn,11221,40.69161862,-73.92581367,(718) 443-2428,You can find free safer sex products inside a dispenser/fishbowl located in the hallway of the Community Health Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 5:00 PM,9:00 AM - 6:00 PM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,9:00 AM - 2:00 PM,9:00 AM - 1:00 PM,,TRUE,TRUE,TRUE,,<a href=www.bsfhc.org>Visit this organization's website</a>,303,41,38700,3347167,3016180022,BK35
53534680,Housing Works - Keith D. Cylar Community Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"743 East 9 Street,Adult Day Health Center",,Manhattan,10009,40.72453073,-73.97617414,212-677-7999,"The Housing Works -- Manhattan Harm Reduction Program is a harm reduction and syringe exchange program that offers a variety of supportive services to high-risk populations including, but not limited to: Injection Drug Users (IDU), Men Who Have Sex with Men (MSM), and People Living with HIV/AIDS (PLWHA). <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.faceb",1.90001E+13,1.90001E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 AM,9:00 AM - 5:00 AM,9:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,<a href=http://www.housingworks.org/locations/detail/keith-d-cylar-house-health-center/>Visit this organization's website</a>,103,2,2800,1084631,1003790039,MN28
53534823,Santiago Mini Market,Free Safer Sex Products,Condoms and Lubricant,,Business,Bodega/Deli/Mini Market,996 Amsterdam Avenue,,Manhattan,10025,40.80252539,-73.96419751,,You can find free safer sex products inside a dispenser/fishbowl located in the front of the Bodega/Mini Market. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,107,7,19500,1056712,1018810029,MN09
53534569,CHI Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"2882 West 15 Street,Lower Level",,Brooklyn,11224,40.57746114,-73.98277848,9172267864,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 6:00 PM,,,TRUE,TRUE,TRUE,,,313,47,34800,3391739,3070227501,BK21
53534809,Public Health Solutions Ft Greene clinic,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Women's Center,"295 Flatbush Avenue Extension,3rd Floor",,Brooklyn,11201,40.6919789,-73.98249636,(718) 522-1144,Our office also carries XL sized condoms. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 7:00 PM,9:00 AM - 5:00 PM,8:30 AM - 4:00 PM,,TRUE,TRUE,TRUE,,,302,35,1500,3058406,3020790021,BK38
53534873,Up and Down,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,244 West 14 Street,,Manhattan,10011,40.73909418,-74.00100679,212-316-8400,You can find free safer sex products inside a fishbowl located inside of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,11:00 PM - 4:00 AM,,11:00 PM - 4:00 AM,11:00 PM - 4:00 AM,11:00 PM - 4:00 AM,,TRUE,FALSE,FALSE,,,102,3,7700,1011099,1006180010,MN23
53534659,Harlem United,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"306 Lenox Avenue,2nd Floor",,Manhattan,10027,40.80804037,-73.94527311,212-803-2850,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,,110,9,20000,1053494,1017230001,MN11
53534730,Marquee,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,289 10 Avenue,,Manhattan,10001,40.7499195,-74.00255168,,You can find free safer sex products inside a fishbowl located inside of the Night Club. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,104,3,9900,1012393,1006980037,MN13
53534511,Atlas Social Club,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,753 9 Avenue,,Manhattan,10019,40.76390351,-73.98865398,718-651-2797,You can find free safer sex products inside a fishbowl located behind bar of the Night Club. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,TRUE,TRUE,TRUE,,,104,3,13300,1026689,1010600035,MN15
53534531,Bogata Latin Bistro,Free Safer Sex Products,Condoms and Lubricant,,Business,Restaurant,141 5 Avenue,,Brooklyn,11217,40.67820507,-73.97923001,,You can find free safer sex products inside a Fishbowl located in the back outside of the restrooms of the Restaurant. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,TRUE,,,306,39,13100,3019401,3009470011,BK37
53534806,Pride Center of Staten Island,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,"25 Victory Boulevard,3rd Fl.",,Staten Island,10301,40.63777027,-74.07614036,(718) 808-1360,You can find free safer sex products inside a fishbowl located in the reception area of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,1:00 PM - 9:00 PM,1:00 PM - 9:00 PM,1:00 PM - 9:00 PM,11:00 AM - 7:00 PM,,TRUE,FALSE,TRUE,,<a href=http://www.pridecentersi.org/community-services-1/>Visit this organization's website</a>,501,49,300,5000058,5000060146,SI22
53534776,NYC Health's Corrections Office,Free Safer Sex Products,Condoms and Lubricant,,Government,Government Agency,125 Worth Street,,Manhattan,10013,40.71542054,-74.00267301,,You can find free safer sex products inside a dispenser/fishbowl located fishbowl in the front of the Government Building. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,,101,1,3100,1001831,1001680032,MN24
53534652,Hangar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,115 Christopher Street,,Manhattan,10014,40.73323399,-74.00531137,,You can find free safer sex products inside a dispenser located in the back near the restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,102,3,7300,1011176,1006197501,MN23
53534623,Eagle,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,554 West 28 Street,,Manhattan,10001,40.75154711,-74.00362731,646-473-1866,You can find free safer sex products inside a fishbowl located near the restrooms of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,5:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,104,3,9900,1012417,1006990063,MN13
53534506,APICHA Community Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"400 Broadway,Basement",,Manhattan,10013,40.71869506,-74.00246391,6467440985,You can find free safer sex products inside a fishbowl located on the 2nd fl of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:30 AM - 5:30 PM,9:30 AM - 5:30 PM,9:30 AM - 7:00 PM,9:30 AM - 7:00 PM,9:30 AM - 5:30 PM,,,TRUE,TRUE,TRUE,,<a href=https://apicha.org/community-health-care-new-york-city/>Visit this organization's website</a>,101,1,3100,1002334,1001960001,MN24
53534618,Drj Pharmacy Inc,Free Safer Sex Products,Condoms and Lubricant,,Pharmacy,Other,"10410 Flatlands Avenue,Floor",,Brooklyn,11236,40.64714307,-73.89524719,9178938452,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 2:00 PM,,TRUE,TRUE,TRUE,,,318,46,98600,3230533,3082120042,BK50
53534750,Morami Pharmacy INC,Free Safer Sex Products,Condoms and Lubricant,,Pharmacy,Other,"144-73 Northern Boulevard,n/a",,Queens,11354,40.76471717,-73.82293412,7188869100,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,9:00 AM - 8:00 PM,,TRUE,FALSE,TRUE,,,407,20,116300,4113195,4050030041,QN51
53534487,2A,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,27 Avenue A,,Manhattan,10009,40.72304465,-73.98573511,212-307-1503,You can find free safer sex products inside a fishbowl located on the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,103,2,3002,,1,MN22
53534838,Terraza 7,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,40-19 Gleane Street,,Queens,11373,40.74732247,-73.88179338,,You can find free safer sex products inside a dispenser located in the back near the restroom of the Bar/Lounge. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,404,21,26901,4037072,4015030004,QN29
53534598,D' Antigua,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,84-16 Northern Boulevard,,Queens,11372,40.75576687,-73.88326184,212-957-1800,You can find free safer sex products inside a dispenser located in the back near the restrooms of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,403,25,28100,4035174,4014320006,QN28
53534596,CUNY School of Public Health,Free Safer Sex Products,Condoms and Lubricant,,Education,College/University,55 West 125 Street,,Manhattan,10027,40.80726312,-73.94426953,,You can find free safer sex products inside a fishbowl located next to the reception desk of the College/University. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,,,TRUE,TRUE,FALSE,,,110,9,20000,1053499,1017230010,MN11
53534572,Clinton Novelties/20 Clinton Ink,Free Safer Sex Products,Condoms and Lubricant,,Business,Tattoo Parlor,20 Clinton Street,,Manhattan,10002,40.72072512,-73.98420239,,You can find free safer sex products inside a dispenser located on the left side when entering of the Tattoo Parlor. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,FALSE,FALSE,FALSE,,,103,2,2201,1004261,1003507501,MN28
53534701,Kingsbrook Jewish Medical Center,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Clinical Facility,"585 Schenectady Avenue,DMRI building/3rd fl/room 326A",,Brooklyn,11203,40.65931492,-73.93411068,718-363-6911,They continue to be free to the public as needed. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,,,TRUE,TRUE,TRUE,,,309,41,87800,3327565,3046020005,BK60
53534709,La Sala (Formerly Crescent Lounge),Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,32-05 Crescent Street,,Queens,11106,40.76329992,-73.92852037,,You can find free safer sex products inside a fishbowl located in the back near the restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,TRUE,,,401,22,5300,,4,QN70
53534862,Town House,Free Safer Sex Products,Condoms and Lubricant,,Business,Restaurant,236 East 58 Street,,Manhattan,10022,40.76050379,-73.96607559,212-777-6254,You can find free safer sex products inside a fishbowl located in the back on the bar of the Restaurant. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,4:00 PM - 3:00 AM,4:00 PM - 3:00 AM,4:00 PM - 3:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 3:00 AM,TRUE,FALSE,TRUE,,,106,4,10800,1038608,1013310031,MN19
53534824,Scape Beauty Salon,Free Safer Sex Products,Condoms and Lubricant,,Business,Beauty Salon,81-38 Baxter Avenue,,Queens,11373,40.74612485,-73.88358917,,You can find free safer sex products inside a dispenser located in the back on the right of the Beauty Salon. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,404,25,26902,4037185,4015060007,QN29
53534662,HASA Center #24 Amsterdam,Free Safer Sex Products,Condoms and Lubricant,,Government,Community Center,"400 8 Avenue,1st floor",,Manhattan,10001,40.7495681,-73.99535502,718-792-6000,You can find free safer sex products inside a dispenser located in the waiting room of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,,105,3,9500,1014306,1007790075,MN17
53534501,AllCity Medical P.C.,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,"2814 CLARENDON ROAD,1st FL",,Brooklyn,11226,40.64312619,-73.950432,(718) 469-7363,You can find free safer sex products inside a fishbowl located at the reception desk at our facility. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 3:00 PM,,TRUE,TRUE,TRUE,,,317,45,82800,3392951,3051940006,BK95
53534528,Blind Tiger,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,281 Bleecker Street,,Manhattan,10014,40.73177934,-74.00330871,718-457-1934,You can find free safer sex products inside a fishbowl located to the left of the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,TRUE,TRUE,TRUE,,,102,3,6700,1010152,1005900049,MN23
53534825,Secret Project Robot,Free Safer Sex Products,Condoms and Lubricant,,Business,Art Center,1186 Broadway,,Brooklyn,11221,40.69250069,-73.92736329,,You can find free safer sex products inside a fishbowl located near the door of the Art Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,303,41,38700,3043688,3016130009,BK35
53534534,BOOM!Health Central Office,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,760 East 160th Street,,Bronx,10456,40.82043112,-73.90473572,(718)295-BOOM,You can find free safer sex products inside a fishbowl located in the 2nd fl waiting area of the Community Health Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,FALSE,FALSE,,<a href=https://www.boomhealth.org/issues/access-to-healthcare>Visit this organization's website</a>,201,17,7700,2004691,2026560007,BX34
53534585,Community Healthcare Network - Williamsburg Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"94-98 Manhattan Avenue,n/a",,Brooklyn,11206,40.70551232,-73.94463986,(718) 388-0390,You can find free safer sex products inside a dispenser located near the entrance of the Government Building. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 5:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 4:00 PM,,TRUE,TRUE,TRUE,,<a href=www.chnnyc.org>Visit this organization's website</a>,301,34,50500,3071335,3030790006,BK90
53534669,HASA Center #73 Brownsville,Free Safer Sex Products,Condoms and Lubricant,,Government,Community Center,94 Flatbush Avenue,,Brooklyn,11217,40.68561036,-73.97860391,,You can find free safer sex products inside a dispenser located in the waiting room of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,TRUE,FALSE,,,302,33,3900,3000602,3001740018,BK38
53534504,Ambition Studios Barber (Formerly B&B Barbershop & My Gente Barbershop),Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,229 East 165 Street,,Bronx,10456,40.82987214,-73.91778867,,You can find free safer sex products inside a dispenser located in the front near the entrance of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,204,16,18101,2115819,2024510001,BX14
53534612,"District Office of NYC Council Member Rafael Salamanca, Jr.",Free Safer Sex Products,Condoms and Lubricant,,Government,NYC Council Member Office,1070 Southern Boulevard,,Bronx,10459,40.8249486,-73.89191661,(718) 402-6130,You can find free safer sex products inside a dispenser located in the reception area of the Government Building. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,<a href=https://council.nyc.gov/district-17/>Visit this organization's website</a>,202,17,12701,2006027,2027440001,BX27
53534682,Icon,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,31-84 33 Street,,Queens,11106,40.76180891,-73.92332022,212-928-9641,You can find free safer sex products inside a fishbowl located in the front near the entrance of the Night Club. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,401,22,6100,4008457,4006140076,QN70
53534882,WHC Prevention Services for Women,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Other,"1650 Grand Concourse,14th floor",,Bronx,10457,40.84346241,-73.91182995,3473309893,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,,204,16,22703,2007859,2028230001,BX41
53534728,Manuel Perez Medical Office,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,531 East 138 Street,,Bronx,10454,40.80725321,-73.91849583,212-957-1800,You can find free safer sex products inside a dispenser located in the back of the Community Health Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,TRUE,FALSE,FALSE,,,201,8,3900,2000068,2022660036,BX39
53534636,"Felo Barber Shop (Formerly Double ""R"" Barber Shop)",Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,37-66 103 Street,,Queens,11368,40.75275684,-73.86419905,,You can find free safer sex products inside a fishbowl located in the front of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,403,21,40500,4044238,4017680043,QN26
